"","X","ID","duration","gender","age","ager","plz","state","urban","edu","res","s5_5t","att_organic","att_glypho","att_pest","att_smallfarm","att_tech","att_fert","awareness","knowledge","imp_aesth","imp_food","imp_water","imp_recr","imp_flood","imp_drought","imp_climate","imp_soc_climate","imp_soc_food","imp_soc_water","imp_soc_flood","imp_soc_drought","imp_per_climate","imp_per_food","imp_per_water","imp_per_flood","imp_per_drought","exp_flood","exp_drought","resp_pol","resp_con","resp_ret","resp_prod","motive_1","motive_2","motive_3","motive_4","motive_5","motive_6","motive_7","motive_8","motive_9","motive_10","motive_11","motive_12","motive_13","motive_14","motive_15","motive_16","motive_17","motive_18","INS","ICS","member","donation","farmer","livestock","no_ag","empl","income","marital","hh_size","childr","sd7","sys_RespNum","sys_ElapsedTime","q1","q2","q3","q4","q5","q6","q7","q8","q9","BLOCK","sys_pagetime_Random1","sys_pagetime_Random2","sys_pagetime_Random3","sys_pagetime_Random4","sys_pagetime_Fixed1","sys_pagetime_Random5","sys_pagetime_Random6","sys_pagetime_Random7","sys_pagetime_Random8"
"258",258,258,797,0,58,5,"09127","sn",1,"realschule","rented_flat"," ",4,5,5,5,5,5,3,2,4,4,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5,2,0,5,5,5,5,2,3,3,2,4,3,4,4,4,2,5,5,4,1,5,3,4,5,7,5,0,0,0,0,1,"parttime","below_1000","divorced_widowed",1,NA,NA,181,276,1,1,1,1,1,1,1,1,2,1,24,43,21,28,17,32,19,13,17
"259",259,259,613,0,34,3,"17348","mv",1,"hauptschule","rented_flat"," ",0,0,0,0,0,3,1,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,2,0,0,0,0,1,"parttime","1000_1500","partnership",3,2,NA,110,176,2,2,2,2,2,1,2,2,1,20,8,7,4,6,6,8,6,6,9
"260",260,260,800,0,55,5,"12559","be",1,"polyt_oberschule","rented_flat"," ",2,4,5,4,5,5,3,3,3,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,5,0,0,5,4,5,4,4,2,5,5,5,1,5,3,3,3,5,5,2,4,5,4,4,4,2,1,0,0,0,0,1,"fulltime","3500_5000","married",2,1,NA,952,279,2,2,1,2,1,1,2,2,1,22,41,17,11,11,9,8,6,102,9
"261",261,261,1005,0,52,5,"47829","nw",1,"realschule","rented_flat"," ",5,5,5,5,5,5,4,2,5,4,5,5,4,5,5,5,4,5,4,5,5,4,5,4,5,0,3,5,4,5,3,2,3,4,4,3,3,3,4,4,3,4,4,3,3,5,3,5,3,7,3,0,0,0,0,1,"fulltime","1500_2000","single",1,NA,NA,1164,298,2,2,2,2,2,2,1,1,1,24,73,32,41,31,20,13,19,28,27
"262",262,262,756,1,30,3,"30455","ni",1,"fachabitur","rented_house"," ",4,3,4,5,3,4,4,1,2,4,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,0,0,5,3,5,4,3,0,3,3,0,0,3,3,4,0,0,0,0,3,3,0,3,3,5,3,0,0,0,0,1,"housewife_man","1000_1500","single",2,2,NA,651,191,2,1,2,2,1,3,3,1,1,21,29,28,32,14,15,15,15,18,6
"263",263,263,585,1,28,2,"82229","ba",1,"hauptschule","rented_flat"," ",0,0,0,0,0,0,1,1,3,3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,"parttime","1500_2000","married",3,2,NA,45,108,3,3,3,3,3,3,3,3,3,15,26,26,7,7,6,8,6,7,9
"264",264,264,482,1,50,5,"35716","he",0,"realschule","own_house"," ",3,4,4,4,2,4,3,4,3,5,5,4,4,4,3,3,5,5,3,4,3,5,5,2,3,3,0,4,3,3,4,5,3,5,5,2,5,1,3,3,3,3,3,1,4,4,3,5,3,1,1,0,0,0,0,1,"fulltime","2500_3500","married",3,2,NA,1216,95,3,3,3,3,3,3,3,3,3,16,21,7,5,4,4,5,4,11,9
"265",265,265,885,0,34,3,"85283","ba",0,"realschule","own_flat"," ",5,5,5,5,4,5,3,3,4,4,5,5,5,5,5,5,4,5,4,5,4,4,5,3,4,0,0,5,3,5,5,1,3,3,5,5,0,3,5,4,4,4,4,3,3,4,1,5,5,5,2,0,0,0,0,1,"fulltime","1000_1500","single",1,NA,NA,831,238,2,1,2,2,1,3,2,2,2,21,57,29,18,12,16,35,21,17,15
"266",266,266,864,1,29,2,"79761","bw",0,"university","own_house"," ",4,5,5,5,2,3,5,2,5,5,5,5,4,4,2,2,5,5,4,4,2,5,5,5,5,3,0,4,5,5,5,1,4,5,3,5,2,3,3,3,2,1,2,1,3,3,5,2,5,7,1,0,0,0,1,0,"student","2500_3500","single",4,1,NA,1589,199,3,2,1,1,1,2,1,1,2,29,46,25,12,16,15,8,9,13,10
"267",267,267,770,1,22,2,"66955","rp",1,"realschule","other","Bei meinen Eltern",5,5,5,5,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,0,2,4,4,5,5,2,2,5,3,3,4,5,5,5,2,1,1,3,1,5,4,5,5,6,2,0,0,1,0,0,"fulltime","below_1000","single",4,1,NA,147,321,1,2,1,1,1,1,1,2,2,27,68,30,46,32,46,18,17,38,9
"268",268,268,687,1,19,2,"68169","bw",1,"polyt_oberschule","rented_flat"," ",3,1,1,1,0,2,3,2,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,5,5,5,3,3,5,3,5,3,3,5,3,5,5,3,3,3,3,6,1,0,0,1,0,"fulltime","2500_3500","single",3,1,NA,396,171,3,1,2,2,1,2,2,1,2,6,55,16,14,10,20,12,5,6,5
"269",269,269,695,0,66,6,"55257","rp",1,"hauptschule","rented_flat"," ",5,5,5,5,4,5,2,2,3,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,3,0,4,3,5,5,2,3,2,4,2,0,3,4,4,3,3,3,3,3,5,3,4,5,3,2,0,0,0,0,1,"retired","2000_2500","married",2,1,NA,516,238,2,2,1,2,1,2,3,2,2,6,41,26,23,22,18,14,43,16,14
"270",270,270,1818,1,57,5,"95100","ba",0,"realschule","rented_flat"," ",4,0,4,5,4,0,1,1,4,5,5,4,5,5,4,4,5,5,5,5,4,5,5,5,5,0,0,5,3,5,5,3,3,3,5,3,1,2,3,4,3,5,5,3,2,5,3,3,4,4,1,0,1,0,0,1,"fulltime","3500_5000","partnership",4,3,NA,1636,723,2,2,2,2,1,1,2,2,1,16,27,11,6,9,606,7,9,8,7
"271",271,271,625,0,40,4,"16321","bb",1,"fachabitur","own_flat"," ",4,4,4,3,4,3,3,3,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,5,0,2,3,3,3,3,3,3,3,4,3,4,3,4,3,4,4,3,3,4,3,3,4,3,3,2,0,0,0,0,1,"fulltime","2500_3500","married",2,1,NA,1205,84,2,2,2,2,1,1,2,1,2,5,24,5,5,14,7,4,6,7,4
"272",272,272,460,1,39,3,"57072","nw",1,"realschule","rented_flat"," ",5,5,5,5,5,5,5,4,2,4,4,4,3,4,5,5,5,5,3,5,5,5,5,4,5,0,0,3,3,4,4,3,2,4,4,4,4,4,4,3,4,4,3,4,4,4,4,5,4,1,4,0,0,0,0,1,"fulltime","2500_3500","married",4,3,NA,333,168,1,1,1,2,1,1,1,1,1,3,56,13,14,20,14,9,7,16,7
"273",273,273,754,0,42,4,"50126","nw",1,"realschule","rented_flat"," ",5,5,5,5,4,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,0,0,0,0,1,"parttime","below_1000","divorced_widowed",2,1,NA,520,187,3,3,3,3,3,3,3,3,3,10,69,21,11,13,22,9,10,11,7
"274",274,274,551,1,61,6,"71665","bw",1,"realschule","own_house"," ",4,5,4,4,4,4,3,3,3,5,5,3,3,4,4,4,5,5,4,4,4,5,5,3,3,0,0,4,4,4,5,3,2,4,3,4,4,2,4,4,2,3,3,3,3,4,3,3,5,6,5,0,0,0,0,1,"parttime","1500_2000","married",2,1,NA,168,120,1,3,3,1,1,3,1,3,2,18,36,12,5,4,10,5,12,8,5
"275",275,275,539,1,18,2,"40625","nw",1,"realschule","rented_flat"," ",4,3,5,5,3,0,2,3,4,4,4,5,3,3,3,3,4,4,4,3,3,5,5,0,2,0,3,3,3,4,4,5,3,4,4,2,4,2,4,4,1,4,2,5,3,5,3,4,3,7,7,0,0,0,0,1,"student","below_1000","single",3,2,NA,718,124,1,1,1,1,1,2,2,1,2,28,47,12,5,4,6,13,8,11,8
"276",276,276,1885,1,55,5,"12359","be",1,"realschule","rented_flat"," ",4,5,5,2,0,5,1,2,3,5,5,3,5,5,3,5,5,5,5,5,4,5,5,1,2,0,0,5,1,3,3,3,4,3,3,1,3,4,3,0,3,3,3,3,5,3,5,3,5,3,2,0,0,0,0,1,"fulltime","3500_5000","partnership",3,1,NA,517,147,1,2,3,2,1,1,2,1,2,7,41,10,8,16,7,14,10,20,7
"277",277,277,1028,1,56,5,"74850","bw",1,"realschule","rented_flat"," ",5,5,5,5,4,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,1,3,3,4,4,4,4,5,4,2,3,3,4,2,5,4,4,5,6,5,0,1,0,0,1,"parttime","2000_2500","divorced_widowed",1,NA,NA,652,338,2,2,1,2,1,1,2,1,1,22,73,44,42,19,29,11,17,23,16
"278",278,278,925,1,50,5,"55130","rp",1,"polyt_oberschule","rented_flat"," ",3,3,4,5,4,3,3,2,5,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,0,3,3,4,4,5,4,4,4,4,3,3,3,4,4,2,3,3,3,2,5,3,4,5,5,3,0,0,0,0,1,"fulltime","3500_5000","married",3,2,NA,180,315,1,1,2,1,1,2,1,2,1,30,55,41,41,25,20,20,27,26,28
"279",279,279,497,1,23,2,"47574","nw",0,"hauptschule","rented_house"," ",3,2,2,3,2,1,2,3,2,3,2,2,2,4,3,4,5,3,4,4,4,3,5,4,3,3,2,4,3,3,4,4,2,2,2,3,3,4,4,3,2,4,2,5,2,2,3,3,4,2,4,0,0,0,1,0,"fulltime","below_1000","partnership",2,1,NA,1072,40,1,3,2,3,2,1,2,2,2,22,4,5,4,3,3,3,3,3,2
"280",280,280,1637,0,51,5,"87671","ba",1,"realschule","rented_flat"," ",5,5,5,5,4,4,4,2,4,5,5,5,4,4,5,4,5,5,4,4,4,5,5,4,4,0,0,4,2,5,5,2,2,3,2,3,4,3,4,5,3,4,5,5,3,4,3,5,4,7,6,1,1,0,0,1,"fulltime","2500_3500","divorced_widowed",1,NA,NA,176,497,1,2,2,1,1,2,2,2,2,26,65,76,86,25,22,49,33,16,35
"281",281,281,559,0,42,4,"31275","ni",1,"realschule","own_house"," ",0,0,0,0,0,0,2,1,3,4,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,2,0,3,3,3,3,3,4,3,4,2,3,3,3,3,2,4,3,3,3,4,2,3,4,4,2,0,0,0,0,1,"fulltime","2000_2500","married",4,3,NA,574,104,3,3,3,3,3,3,3,3,3,4,30,10,8,5,5,5,5,7,7
"282",282,282,756,1,53,5,"15848","bb",1,"polyt_oberschule","own_house"," ",4,5,4,5,5,4,4,2,4,5,5,4,5,4,5,5,5,5,4,4,5,5,5,4,4,0,3,4,4,4,4,3,3,3,4,2,3,3,3,3,3,4,3,3,4,4,4,4,4,4,3,0,0,0,0,1,"parttime","1500_2000","single",3,1,NA,1130,210,1,1,2,1,1,1,1,1,2,20,49,42,17,20,14,10,14,16,10
"283",283,283,1363,0,65,6,"22399","hh",1,"hauptschule","own_house"," ",5,5,5,3,5,5,4,3,2,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,0,3,5,4,4,3,1,1,1,1,3,1,5,5,4,2,5,3,5,3,4,4,5,4,4,4,0,0,0,0,1,"retired","3500_5000","married",2,1,NA,676,453,1,1,2,1,2,2,2,2,1,16,81,55,63,58,70,26,20,30,16
"284",284,284,754,0,52,5,"32049","nw",1,"abitur","own_house"," ",3,5,4,3,5,3,2,1,3,4,5,5,4,5,5,4,4,5,4,5,4,3,5,3,5,0,0,5,3,5,4,1,2,2,1,0,1,4,3,4,3,4,4,4,2,4,4,3,5,4,1,0,0,0,0,1,"fulltime","3500_5000","married",3,2,NA,1411,193,2,1,1,2,1,1,1,1,2,1,67,17,11,13,13,10,15,13,11
"285",285,285,510,0,36,3,"49808","ni",0,"realschule","own_house"," ",4,4,4,3,4,3,3,3,4,4,5,3,4,5,4,4,4,5,4,5,4,4,5,3,5,2,2,4,4,3,3,4,4,3,4,4,4,5,3,4,3,3,3,4,4,5,4,4,4,4,3,0,1,1,0,0,"fulltime","1500_2000","married",3,2,NA,708,182,1,1,1,1,1,1,2,1,2,18,22,10,13,5,32,7,18,17,25
"286",286,286,776,1,48,4,"39576","st",0,"polyt_oberschule","rented_flat"," ",5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,3,5,5,5,5,3,1,2,5,4,4,3,4,5,2,4,5,4,1,5,2,5,5,7,2,0,0,0,0,1,"housewife_man","below_1000","single",1,NA,NA,1070,231,2,1,2,2,2,1,2,1,1,20,72,23,22,18,26,12,15,12,11
"287",287,287,825,1,63,6,"71549","bw",1,"realschule","rented_house"," ",5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,3,5,5,2,4,5,5,5,3,3,3,4,4,3,4,4,4,5,5,5,5,3,7,6,0,0,0,0,1,"housewife_man","1000_1500","married",2,1,NA,746,179,1,2,2,2,2,1,1,2,2,26,54,23,15,18,12,9,7,16,13
"288",288,288,818,0,45,4,"90453","ba",1,"hauptschule","rented_house"," ",4,5,5,5,4,5,3,2,2,5,5,4,4,5,5,5,4,5,5,5,5,4,5,5,5,0,0,5,4,5,4,1,1,1,3,4,1,5,5,5,1,1,4,5,1,5,5,5,5,6,4,0,0,0,0,1,"fulltime","2500_3500","single",2,1,NA,58,177,1,1,1,1,1,2,2,1,2,28,18,22,20,17,13,13,6,10,9
"289",289,289,495,1,28,2,"22049","hh",1,"fachabitur","rented_flat"," ",5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,5,5,5,5,3,4,3,3,4,4,3,4,3,3,3,3,4,4,3,3,3,3,1,2,1,1,1,0,0,"parttime","3500_5000","married",2,1,NA,1347,177,1,2,2,1,2,2,2,2,2,27,8,6,6,45,6,34,9,13,6
"290",290,290,879,0,37,3,"65183","he",1,"realschule","rented_flat"," ",5,5,4,4,5,5,3,2,3,4,4,5,5,4,5,5,5,5,4,4,5,4,4,3,4,0,3,5,2,3,4,1,2,2,3,4,3,3,3,4,1,4,4,3,4,5,3,5,4,5,3,0,0,0,1,0,"fulltime","2000_2500","single",1,NA,NA,1136,298,1,2,2,1,1,2,2,2,2,26,54,53,38,17,24,17,29,25,17
"291",291,291,369,1,51,5,"48161","nw",1,"university","own_house"," ",5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,2,2,4,2,2,4,2,2,4,4,2,2,4,4,2,4,4,4,4,5,0,1,0,0,1,"fulltime","5000_above","married",5,3,NA,1548,100,2,1,2,2,2,2,1,2,1,18,6,4,46,3,4,3,6,11,7
"292",292,292,1092,1,63,6,"12357","be",1,"realschule","rented_flat"," ",4,5,5,5,4,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,0,0,5,5,5,5,2,3,1,5,1,2,3,3,4,2,3,3,2,3,5,3,3,5,4,3,0,0,0,0,1,"retired","1000_1500","married",1,NA,NA,1027,364,1,2,1,2,1,2,2,1,2,7,63,20,23,20,26,33,22,35,35
"293",293,293,2821,1,53,5,"63589","he",1,"hauptschule","own_house"," ",3,5,5,5,3,3,3,2,5,5,5,5,4,5,5,5,5,5,3,5,5,5,5,3,5,0,0,5,5,5,4,1,3,0,3,0,0,5,4,3,2,4,4,5,1,5,3,2,5,7,7,0,0,0,0,1,"parttime","1500_2000","married",2,1,NA,721,421,2,2,2,2,1,1,1,1,2,1,109,60,33,24,42,28,42,27,32
"294",294,294,308,0,34,3,"16278","bb",1,"hauptschule","rented_flat"," ",3,3,3,3,3,3,2,2,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,0,0,0,0,1,"housewife_man","below_1000","single",2,1,NA,1231,47,1,2,2,2,1,2,1,1,2,1,10,4,3,3,3,3,3,4,5
"295",295,295,827,1,66,6,"23858","sh",1,"abitur","own_house"," ",2,2,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,4,0,2,5,5,5,4,2,3,4,5,3,4,3,5,4,2,4,4,4,3,4,4,0,4,5,4,0,0,0,0,1,"retired","1500_2000","divorced_widowed",1,NA,NA,1275,269,1,1,1,1,1,1,1,2,1,15,52,22,12,27,22,29,11,19,16
"296",296,296,377,0,31,3,"03050","bb",1,"abitur","rented_flat"," ",2,4,4,3,4,3,3,2,5,4,5,5,4,5,5,5,5,5,2,5,4,5,5,3,5,0,0,3,4,4,3,3,5,3,5,3,4,3,3,3,3,4,4,2,3,3,4,4,3,2,3,0,0,0,0,1,"fulltime","1500_2000","partnership",3,2,NA,925,110,3,2,1,3,1,1,3,3,3,25,22,10,5,4,14,7,5,6,6
"297",297,297,575,0,30,3,"42551","nw",1,"university","own_house"," ",3,3,4,3,3,4,4,2,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,4,2,4,0,4,3,4,4,5,0,4,4,3,4,4,4,5,5,4,5,4,0,0,0,0,1,"fulltime","2000_2500","married",2,2,NA,1473,162,3,2,2,3,1,1,3,1,1,3,23,15,9,12,12,13,11,12,15
"298",298,298,767,1,41,4,"97993","bw",1,"realschule","own_house"," ",1,1,2,4,1,1,2,2,3,4,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,0,0,5,2,2,3,3,3,5,3,2,4,2,3,3,1,3,3,2,3,3,3,1,3,4,1,0,0,0,0,1,"housewife_man","1000_1500","married",5,3,NA,343,246,3,3,3,2,1,1,2,3,1,13,69,28,21,11,13,20,13,11,14
"299",299,299,805,1,40,4,"23909","sh",1,"realschule","own_house"," ",5,4,5,4,3,4,3,2,3,5,5,5,4,4,4,5,5,5,5,5,4,5,5,3,5,0,2,5,4,5,5,3,3,4,4,3,3,4,5,3,1,4,4,4,1,5,3,5,5,7,2,0,1,0,0,1,"fulltime","2000_2500","single",2,1,NA,878,248,1,1,1,1,1,1,2,2,2,8,38,21,17,20,10,17,25,21,19
"300",300,300,4028,1,24,2,"71546","bw",0,"realschule","own_house"," ",3,3,3,3,3,3,2,4,4,3,3,4,4,3,3,3,3,4,4,4,4,4,5,5,4,2,2,4,3,5,5,4,4,4,5,4,4,4,5,4,3,4,4,4,4,4,4,4,5,4,1,0,0,0,0,1,"student","1000_1500","single",1,NA,NA,1161,194,1,2,3,2,2,2,1,1,2,21,27,3,4,16,3,8,15,4,22
"301",301,301,2025,1,61,6,"60599","he",1,"university","own_house"," ",4,4,4,4,5,4,5,3,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5,4,5,5,2,5,3,3,3,3,5,5,5,2,5,5,4,4,5,5,5,3,3,3,0,1,0,0,1,"fulltime","2000_2500","married",2,1,NA,1467,1386,2,3,1,2,1,3,1,2,2,27,1180,29,14,21,11,15,34,24,17
"302",302,302,816,0,49,4,"30165","ni",1,"realschule","rented_house"," ",5,5,5,5,5,5,5,3,5,3,5,5,5,3,3,4,4,5,5,4,4,4,5,5,4,0,0,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,1,5,5,5,5,7,1,0,1,0,0,1,"fulltime","3500_5000","married",2,1,NA,82,379,2,1,1,2,1,1,2,1,1,22,49,21,8,17,14,6,14,17,8
"303",303,303,485,1,30,3,"81669","ba",1,"realschule","rented_flat"," ",3,3,3,3,3,3,1,1,4,4,5,4,4,3,3,3,5,5,4,3,3,4,4,3,3,0,0,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,4,0,1,0,0,1,"fulltime","2000_2500","partnership",2,1,NA,995,113,2,2,2,2,1,1,2,2,1,5,36,17,8,7,9,12,4,5,6
"305",305,305,504,1,52,5,"33334","nw",1,"realschule","rented_flat"," ",4,4,5,3,3,5,3,3,3,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,0,0,4,4,4,4,5,1,5,5,2,5,2,4,4,5,4,4,1,1,3,2,5,5,7,1,0,0,0,0,1,"fulltime","2500_3500","partnership",2,1,NA,234,102,3,3,3,3,3,3,3,3,3,24,16,9,11,11,14,9,6,10,6
"306",306,306,1417,1,66,6,"58097","nw",1,"abitur","rented_flat"," ",5,5,5,5,5,5,5,3,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,1,2,3,5,5,1,5,5,5,1,5,5,5,1,5,3,5,5,7,5,0,0,0,0,1,"retired","2000_2500","married",2,1,NA,1502,397,1,1,2,2,2,2,2,1,2,2,61,50,22,15,34,26,30,19,18
"307",307,307,700,0,54,5,"45143","nw",1,"realschule","rented_flat"," ",5,5,5,5,5,5,3,2,1,5,5,5,2,4,1,1,5,5,2,5,1,5,5,1,5,0,0,5,1,1,1,5,5,5,5,0,0,0,5,5,5,5,5,1,5,5,0,5,5,7,7,0,0,0,0,1,"fulltime","2500_3500","married",2,1,NA,588,132,1,3,3,3,3,3,3,3,3,18,27,6,4,4,3,7,6,12,4
"308",308,308,855,0,56,5,"78315","bw",1,"realschule","rented_flat"," ",3,5,4,4,3,5,3,2,3,5,5,4,5,5,5,4,4,5,4,4,5,5,5,5,5,0,0,5,3,5,4,3,2,3,3,3,4,3,3,3,2,3,3,3,2,4,1,5,3,5,3,0,0,0,0,1,"parttime","1000_1500","divorced_widowed",1,NA,NA,341,153,1,1,2,2,1,1,1,1,2,11,21,11,5,3,8,9,11,11,8
"309",309,309,265,1,61,6,"66265","sl",1,"abitur","own_house"," ",4,2,5,3,4,3,5,4,5,3,3,4,4,4,2,4,4,5,5,4,4,4,3,2,5,1,2,5,2,3,4,4,4,3,4,4,4,2,3,2,3,3,4,5,3,3,3,5,2,3,6,0,1,1,0,0,"fulltime","3500_5000","partnership",2,1,NA,1336,60,2,2,2,2,1,1,2,2,1,16,7,3,4,2,3,4,4,4,8
"310",310,310,651,0,65,6,"57537","rp",1,"realschule","own_house"," ",2,4,4,4,3,3,3,2,3,5,5,4,4,4,4,4,5,5,5,5,4,5,5,4,4,0,2,4,5,4,5,3,4,2,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,0,0,0,0,1,"retired","2500_3500","married",2,1,NA,431,180,2,1,1,1,1,1,1,1,2,11,51,26,17,23,11,5,8,12,10
"311",311,311,865,1,57,5,"12109","be",1,"realschule","rented_flat"," ",3,2,4,4,4,2,5,3,4,5,5,3,4,5,4,4,5,5,4,4,5,5,5,4,5,0,2,5,5,4,3,4,2,3,5,4,4,2,5,3,1,3,4,2,2,4,4,3,2,3,3,0,0,1,0,0,"parttime","1000_1500","single",1,NA,NA,231,199,2,1,1,2,3,2,2,2,2,21,28,20,23,18,25,27,11,19,12
"312",312,312,967,0,42,4,"16303","bb",0,"realschule","rented_flat"," ",3,4,4,5,3,4,3,2,4,5,5,4,5,5,4,4,4,5,4,5,4,4,4,4,4,0,3,4,4,4,3,4,3,4,4,4,4,4,3,3,4,3,4,4,4,4,3,4,4,3,2,0,0,0,0,1,"fulltime","2500_3500","married",3,2,NA,384,224,2,2,2,1,1,2,2,1,2,24,57,15,19,31,11,14,12,27,9
"313",313,313,821,1,59,5,"86508","ba",1,"hauptschule","rented_flat"," ",5,5,4,5,3,4,4,3,1,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,5,5,1,3,5,1,4,1,1,3,3,2,5,3,4,1,5,1,5,5,5,7,0,0,0,0,1,"unemployed","1500_2000","divorced_widowed",1,NA,NA,864,243,2,2,1,2,2,2,1,1,2,24,26,22,12,29,16,20,12,26,10
"314",314,314,503,1,56,5,"30169","ni",1,"university","rented_flat"," ",5,5,5,4,3,5,2,1,4,4,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,0,0,5,5,5,5,1,1,1,3,3,0,3,4,3,3,1,1,3,1,5,1,5,5,4,2,0,0,0,0,1,"fulltime","2500_3500","single",1,NA,NA,1463,158,1,1,1,1,1,1,1,1,2,23,28,9,15,11,9,11,8,20,9
"315",315,315,1711,0,26,2,"73492","bw",0,"abitur","rented_house"," ",2,3,2,2,3,3,4,3,4,2,3,3,3,3,2,4,4,4,5,4,4,4,5,3,4,0,0,3,5,4,4,4,4,3,3,2,4,4,4,3,3,3,4,4,3,3,3,3,4,4,1,0,0,0,0,1,"fulltime","1500_2000","partnership",3,2,NA,1618,1468,1,1,2,2,1,2,2,2,2,28,12,5,6,5,6,5,8,3,3
"316",316,316,927,1,50,5,"72461","bw",1,"abitur","rented_house"," ",5,5,5,5,4,4,5,3,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5,3,0,5,5,5,3,1,2,1,1,3,4,3,5,4,1,4,4,4,2,5,3,5,5,5,5,1,1,1,1,0,"parttime","5000_above","married",5,3,NA,57,278,1,2,1,1,1,1,2,2,2,27,34,29,37,28,38,22,18,24,24
"317",317,317,638,0,49,4,"65189","he",1,"university","rented_flat"," ",4,5,5,5,4,4,3,3,4,5,5,4,4,4,3,3,4,5,3,3,3,5,5,3,3,0,0,4,4,3,3,1,2,2,1,2,3,5,4,4,2,3,4,3,4,3,4,3,3,3,2,0,0,0,0,1,"fulltime","5000_above","single",2,1,NA,1339,135,2,1,2,1,1,1,2,1,1,19,49,12,7,9,9,5,6,15,8
"318",318,318,11294,1,57,5,"47877","nw",1,"fachabitur","own_house"," ",1,3,4,3,3,0,1,1,3,3,3,3,3,3,3,2,4,4,2,4,3,4,4,2,4,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,4,0,3,3,5,4,0,0,0,0,1,"fulltime","5000_above","married",5,1,NA,1529,10738,3,3,3,3,3,3,3,3,3,29,54,57,6,3,3,3,3,10585,11
"319",319,319,1145,0,42,4,"89231","ba",1,"university","own_flat"," ",5,5,5,3,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,0,5,5,3,5,3,1,1,3,5,3,5,5,3,3,3,5,3,5,5,1,5,5,4,1,0,0,0,0,1,"fulltime","3500_5000","married",2,1,NA,541,230,2,2,1,2,2,2,2,1,2,1,69,42,16,26,8,8,9,16,12
"320",320,320,534,0,43,4,"40764","nw",1,"realschule","rented_house"," ",3,0,4,5,5,2,2,3,2,4,5,4,4,5,4,4,4,5,4,5,4,4,5,3,5,0,3,3,3,4,4,5,5,5,5,3,3,4,4,4,5,4,4,3,3,5,4,3,4,4,3,0,1,0,0,1,"fulltime","2000_2500","married",4,1,NA,658,197,2,2,2,2,1,2,2,2,2,28,58,20,13,17,15,12,14,15,14
